,movieid,moviename,genres
9349,11361,Halloween 5: The Revenge of Michael Myers,27
9350,11361,Halloween 5: The Revenge of Michael Myers,53
9351,92591,Bernie,35
9352,92591,Bernie,80
9353,92591,Bernie,18
9354,57612,Dolphins and Whales: Tribes of the Ocean,99
9355,12509,Pollock,18
9356,12509,Pollock,10749
9357,15256,200 Cigarettes,35
9358,15256,200 Cigarettes,18
9359,15256,200 Cigarettes,10749
9360,83686,The Words,18
9361,83686,The Words,53
9362,80304,Casa De Mi Padre,35
9363,80304,Casa De Mi Padre,37
9364,28053,City Island,18
9365,28053,City Island,35
9366,67913,The Guard,28
9367,67913,The Guard,35
9368,67913,The Guard,53
9369,67913,The Guard,80
9370,13991,College,35
9371,1443,The Virgin Suicides,18
9372,1443,The Virgin Suicides,10749
9373,8545,Little Voice,35
9374,8545,Little Voice,18
9375,19556,Miss March,35
9376,19556,Miss March,10749
9377,231576,Wish I Was Here,18
9378,231576,Wish I Was Here,35
9379,16172,Simply Irresistible,35
9380,13403,Hedwig and the Angry Inch,35
9381,13403,Hedwig and the Angry Inch,10402
9382,15797,Only the Strong,28
9383,347764,Goddess of Love,9648
9384,347764,Goddess of Love,18
9385,347764,Goddess of Love,53
9386,347764,Goddess of Love,27
9387,13537,Shattered Glass,18
9388,13537,Shattered Glass,36
9389,20794,Novocaine,35
9390,20794,Novocaine,80
9391,20794,Novocaine,53
9392,31064,The Business of Strangers,18
9393,31064,The Business of Strangers,53
9394,576,The Wild Bunch,12
9395,576,The Wild Bunch,37
9396,13990,The Wackness,18
9397,11583,The First Great Train Robbery,53
9398,11583,The First Great Train Robbery,12
9399,11583,The First Great Train Robbery,18
9400,11583,The First Great Train Robbery,80
9401,18602,Morvern Callar,18
9402,27549,Beastmaster 2: Through the Portal of Time,28
9403,27549,Beastmaster 2: Through the Portal of Time,12
9404,27549,Beastmaster 2: Through the Portal of Time,14
9405,27549,Beastmaster 2: Through the Portal of Time,878
9406,59728,The 5th Quarter,18
9407,10930,The Flower of Evil,18
9408,32395,The Greatest,18
9409,58882,Snow Flower and the Secret Fan,18
9410,58882,Snow Flower and the Secret Fan,36
9411,7547,Come Early Morning,18
9412,7547,Come Early Morning,10749
9413,35944,Lucky Break,28
9414,35944,Lucky Break,35
9415,42222,Julia,18
9416,13827,"Surfer, Dude",35
9417,44260,Lake of Fire,99
9418,9282,11:14,80
9419,9282,11:14,18
9420,9282,11:14,53
9421,38940,Men of War,28
9422,38940,Men of War,53
9423,35689,Don McKay,80
9424,35689,Don McKay,9648
9425,35689,Don McKay,53
9426,97614,Deadfall,80
9427,97614,Deadfall,18
9428,97614,Deadfall,53
9429,37206,A Shine of Rainbows,18
9430,37206,A Shine of Rainbows,10751
9431,58626,The Hit List,28
9432,58626,The Hit List,53
9433,183894,Emma,10749
9434,183894,Emma,35
9435,183894,Emma,18
9436,837,Videodrome,27
9437,837,Videodrome,9648
9438,837,Videodrome,878
9439,1555,The Spanish Apartment,18
9440,1555,The Spanish Apartment,35
9441,1555,The Spanish Apartment,10749
9442,244783,Song One,18
9443,16564,Winter in Wartime,18
9444,16564,Winter in Wartime,36
9445,16564,Winter in Wartime,10752
9446,168027,Freaky Deaky,35
9447,3482,The Train,28
9448,3482,The Train,18
9449,3482,The Train,53
9450,3482,The Train,10752
9451,135595,Trade Of Innocents,18
9452,135595,Trade Of Innocents,53
9453,8982,The Protector,28
9454,8982,The Protector,80
9455,8982,The Protector,18
9456,8982,The Protector,53
9457,89861,Stiff Upper Lips,35
9458,455,Bend It Like Beckham,35
9459,455,Bend It Like Beckham,18
9460,455,Bend It Like Beckham,10749
9461,57022,Sunshine State,18
9462,14351,Crossover,28
9463,14351,Crossover,12
9464,14351,Crossover,18
9465,147767,Khiladi 786,28
9466,147767,Khiladi 786,35
9467,10664,[REC]²,53
9468,10664,[REC]²,27
9469,55567,Standing Ovation,35
9470,55567,Standing Ovation,10402
9471,55567,Standing Ovation,10751
9472,9277,The Sting,35
9473,9277,The Sting,80
9474,9277,The Sting,18
9475,9443,Chariots of Fire,18
9476,9443,Chariots of Fire,36
9477,16186,Diary of a Mad Black Woman,35
9478,16186,Diary of a Mad Black Woman,18
9479,16186,Diary of a Mad Black Woman,10749
9480,7863,Shine,18
9481,138697,Don Jon,10749
9482,138697,Don Jon,35
9483,138697,Don Jon,18
9484,11901,High Plains Drifter,37
9485,1548,Ghost World,35
9486,1548,Ghost World,18
9487,11889,Iris,18
9488,11889,Iris,10749
9489,33155,Galaxina,35
9490,33155,Galaxina,878
9491,5528,The Chorus,18
9492,321,Mambo Italiano,35
9493,321,Mambo Italiano,10749
9494,4997,Wonderland,80
9495,4997,Wonderland,18
9496,4997,Wonderland,9648
9497,4997,Wonderland,53
9498,925,Do the Right Thing,18
9499,27451,Harvard Man,18
9500,73532,Le Havre,18
9501,73532,Le Havre,35
9502,979,Irreversible,18
9503,979,Irreversible,53
9504,979,Irreversible,80
9505,979,Irreversible,9648
9506,193722,R100,35
9507,193722,R100,18
9508,7913,Rang De Basanti,18
9509,253253,Animals,18
9510,51995,Salvation Boulevard,35
9511,51995,Salvation Boulevard,53
9512,51995,Salvation Boulevard,28
9513,51995,Salvation Boulevard,18
9514,13173,The Ten,35
9515,22908,A Room for Romeo Brass,18
9516,22908,A Room for Romeo Brass,35
9517,22908,A Room for Romeo Brass,10769
9518,70670,Headhunters,53
9519,70670,Headhunters,80
9520,84204,Grabbers,878
9521,84204,Grabbers,35
9522,84204,Grabbers,53
9523,84204,Grabbers,27
9524,25248,Saint Ralph,35
9525,25248,Saint Ralph,18
9526,230266,Miss Julie,18
9527,16633,Somewhere in Time,878
9528,16633,Somewhere in Time,18
9529,16633,Somewhere in Time,14
9530,16633,Somewhere in Time,10749
9531,63006,Dum Maaro Dum,18
9532,63006,Dum Maaro Dum,28
9533,63006,Dum Maaro Dum,80
9534,63006,Dum Maaro Dum,10769
9535,91586,Insidious: Chapter 2,27
9536,91586,Insidious: Chapter 2,53
9537,215,Saw II,27
9538,333371,10 Cloverfield Lane,53
9539,333371,10 Cloverfield Lane,878
9540,333371,10 Cloverfield Lane,18
9541,9012,Jackass: The Movie,99
9542,9012,Jackass: The Movie,35
9543,345911,Lights Out,27
9544,345911,Lights Out,53
9545,72571,Paranormal Activity 3,27
9546,242512,Ouija,27
9547,10072,A Nightmare on Elm Street 3: Dream Warriors,27
9548,10072,A Nightmare on Elm Street 3: Dream Warriors,53
9549,211954,Instructions Not Included,35
9550,211954,Instructions Not Included,18
9551,82990,Paranormal Activity 4,27
9552,29912,The Robe,18
9553,11843,The Return of the Pink Panther,35
9554,11284,Freddy's Dead: The Final Nightmare,27
9555,11284,Freddy's Dead: The Final Nightmare,53
9556,11284,Freddy's Dead: The Final Nightmare,35
9557,504,Monster,80
9558,504,Monster,18
9559,173,"20,000 Leagues Under the Sea",12
9560,173,"20,000 Leagues Under the Sea",18
9561,173,"20,000 Leagues Under the Sea",878
9562,227348,Paranormal Activity: The Marked Ones,27
9563,227348,Paranormal Activity: The Marked Ones,53
9564,1955,The Elephant Man,18
9565,1955,The Elephant Man,36
9566,152532,Dallas Buyers Club,18
9567,152532,Dallas Buyers Club,36
9568,243940,The Lazarus Effect,53
9569,243940,The Lazarus Effect,27
9570,77,Memento,9648
9571,77,Memento,53
9572,157547,Oculus,27
9573,2295,Clerks II,35
9574,71,Billy Elliot,18
9575,71,Billy Elliot,35
9576,71,Billy Elliot,10402
9577,147773,The Way Way Back,35
9578,147773,The Way Way Back,18
9579,16096,House Party 2,35
9580,24266,The Man from Snowy River,10751
9581,24266,The Man from Snowy River,18
9582,24266,The Man from Snowy River,28
9583,24266,The Man from Snowy River,37
9584,24266,The Man from Snowy River,10749
9585,16508,Doug's 1st Movie,16
9586,16508,Doug's 1st Movie,10751
9587,16508,Doug's 1st Movie,35
9588,2895,The Apostle,18
9589,15660,Mommie Dearest,18
9590,59968,Our Idiot Brother,35
9591,59968,Our Idiot Brother,18
9592,323677,Race,28
9593,323677,Race,18
9594,19848,The Players Club,18
9595,256274,"As Above, So Below",27
9596,256274,"As Above, So Below",53
9597,235271,Addicted,18
9598,235271,Addicted,53
9599,45153,Eve's Bayou,18
9600,284293,Still Alice,18
9601,24973,The Egyptian,36
9602,24973,The Egyptian,18
9603,21610,Nighthawks,28
9604,21610,Nighthawks,80
9605,21610,Nighthawks,53
9606,10283,Friday the 13th Part VIII: Jason Takes Manhattan,27
9607,10283,Friday the 13th Part VIII: Jason Takes Manhattan,53
9608,8346,My Big Fat Greek Wedding,35
9609,8346,My Big Fat Greek Wedding,18
9610,8346,My Big Fat Greek Wedding,10749
9611,122081,Spring Breakers,18
9612,122081,Spring Breakers,80
9613,10987,Halloween: The Curse of Michael Myers,27
9614,10987,Halloween: The Curse of Michael Myers,53
9615,1391,Y Tu Mamá También,18
9616,1391,Y Tu Mamá También,10749
9617,747,Shaun of the Dead,27
9618,747,Shaun of the Dead,35
9619,14745,The Haunting of Molly Hartley,18
9620,14745,The Haunting of Molly Hartley,27
9621,26748,Lone Star,18
9622,26748,Lone Star,9648
9623,26748,Lone Star,10749
9624,11357,Halloween 4: The Return of Michael Myers,27
9625,11357,Halloween 4: The Return of Michael Myers,53
9626,24913,April Fool's Day,27
9627,24913,April Fool's Day,9648
9628,13776,Diner,35
9629,13776,Diner,18
9630,14854,Lone Wolf McQuade,28
9631,14854,Lone Wolf McQuade,80
9632,14854,Lone Wolf McQuade,18
9633,14854,Lone Wolf McQuade,10749
9634,14854,Lone Wolf McQuade,53
9635,14854,Lone Wolf McQuade,37
9636,50357,Apollo 18,27
9637,50357,Apollo 18,53
9638,50357,Apollo 18,878
9639,13090,Sunshine Cleaning,35
9640,13090,Sunshine Cleaning,18
9641,192141,No Escape,28
9642,192141,No Escape,53
9643,16441,The Beastmaster,28
9644,16441,The Beastmaster,14
9645,29996,Solomon and Sheba,18
9646,29996,Solomon and Sheba,36
9647,29996,Solomon and Sheba,10749
9648,29996,Solomon and Sheba,10752
9649,351819,Fifty Shades of Black,10749
9650,351819,Fifty Shades of Black,35
9651,14834,Not Easily Broken,18
9652,14834,Not Easily Broken,10749
9653,22649,A Farewell to Arms,18
9654,22649,A Farewell to Arms,10749
9655,22649,A Farewell to Arms,10752
9656,378200,The Perfect Match,35
9657,378200,The Perfect Match,10749
9658,20455,Digimon: The Movie,14
9659,20455,Digimon: The Movie,16
9660,20455,Digimon: The Movie,878
9661,20455,Digimon: The Movie,10751
9662,13193,Saved!,35
9663,13193,Saved!,18
9664,11042,The Barbarian Invasions,35
9665,11042,The Barbarian Invasions,80
9666,11042,The Barbarian Invasions,18
9667,10786,Robin and Marian,28
9668,10786,Robin and Marian,12
9669,10786,Robin and Marian,18
9670,10786,Robin and Marian,10749
9671,12484,The Forsaken,28
9672,12484,The Forsaken,12
9673,12484,The Forsaken,27
9674,12484,The Forsaken,53
9675,17339,Force 10 from Navarone,28
9676,17339,Force 10 from Navarone,12
9677,17339,Force 10 from Navarone,10752
9678,17339,Force 10 from Navarone,53
9679,11959,UHF,35
9680,9900,Grandma's Boy,35
9681,14662,Slums of Beverly Hills,35
9682,14662,Slums of Beverly Hills,18
9683,335,Once Upon a Time in the West,37
9684,15745,Made,28
9685,15745,Made,35
9686,15745,Made,53
9687,17431,Moon,878
9688,17431,Moon,18
9689,21014,Keeping Up with the Steins,35
9690,78394,Sea Rex 3D: Journey to a Prehistoric World,99
9691,10217,The Sweet Hereafter,18
9692,46332,Of Gods and Men,18
9693,46332,Of Gods and Men,36
9694,13996,Bottle Shock,35
9695,13996,Bottle Shock,18
9696,3028,Jekyll and Hyde ... Together Again,35
9697,3028,Jekyll and Hyde ... Together Again,27
9698,3028,Jekyll and Hyde ... Together Again,878
9699,1024,Heavenly Creatures,18
9700,1024,Heavenly Creatures,14
9701,343795,90 Minutes in Heaven,18
9702,45658,Everything Must Go,35
9703,45658,Everything Must Go,18
9704,45658,Everything Must Go,10749
9705,16148,Zero Effect,35
9706,16148,Zero Effect,80
9707,16148,Zero Effect,9648
9708,16148,Zero Effect,53
9709,4553,The Machinist,53
9710,4553,The Machinist,18
9711,36351,Light Sleeper,18
9712,36351,Light Sleeper,80
9713,245916,Kill the Messenger,53
9714,245916,Kill the Messenger,80
9715,245916,Kill the Messenger,18
9716,245916,Kill the Messenger,9648
9717,27585,Rabbit Hole,18
9718,1415,Party Monster,35
9719,1415,Party Monster,18
9720,1415,Party Monster,80
9721,313922,Green Room,27
9722,313922,Green Room,80
9723,313922,Green Room,53
9724,14474,The Oh in Ohio,35
9725,14474,The Oh in Ohio,18
9726,14474,The Oh in Ohio,10749
9727,199933,Atlas Shrugged Part III: Who is John Galt?,18
9728,199933,Atlas Shrugged Part III: Who is John Galt?,878
9729,199933,Atlas Shrugged Part III: Who is John Galt?,9648
9730,13685,Bottle Rocket,35
9731,13685,Bottle Rocket,80
9732,13685,Bottle Rocket,18
9733,8744,Albino Alligator,80
9734,8744,Albino Alligator,18
9735,8744,Albino Alligator,53
9736,38428,"Gandhi, My Father",18
9737,38428,"Gandhi, My Father",10769
9738,38428,"Gandhi, My Father",36
9739,8847,Standard Operating Procedure,99
9740,39269,Out of the Blue,18
9741,46838,Tucker and Dale vs Evil,35
9742,46838,Tucker and Dale vs Evil,27
9743,51384,"Lovely, Still",18
9744,51384,"Lovely, Still",10749
9745,56930,Tycoon,28
9746,56930,Tycoon,18
9747,56930,Tycoon,10749
9748,41730,Desert Blue,35
9749,41730,Desert Blue,18
9750,18442,Decoys,27
9751,18442,Decoys,878
9752,18442,Decoys,53
9753,298312,The Visit,27
9754,298312,The Visit,53
9755,11600,Redacted,18
9756,11600,Redacted,10752
9757,71547,Fascination,10749
9758,71547,Fascination,53
9759,57876,Area 51,27
9760,57876,Area 51,53
9761,57876,Area 51,878
9762,77495,Sleep Tight,53
9763,13849,The Cottage,27
9764,13849,The Cottage,35
9765,13849,The Cottage,80
9766,13849,The Cottage,53
9767,14849,Dead Like Me: Life After Death,18
9768,14849,Dead Like Me: Life After Death,14
9769,14849,Dead Like Me: Life After Death,35
9770,12486,Farce of the Penguins,35
9771,12486,Farce of the Penguins,99
9772,19615,Flying By,18
9773,244403,Rudderless,10402
9774,244403,Rudderless,18
9775,244403,Rudderless,35
9776,292481,Henry & Me,10751
9777,292481,Henry & Me,16
9778,340816,Christmas Eve,10749
9779,340816,Christmas Eve,35
9780,78814,We Have Your Husband,10770
9781,78814,We Have Your Husband,80
9782,78814,We Have Your Husband,18
9783,78814,We Have Your Husband,53
9784,297596,Dying of the Light,53
9785,297596,Dying of the Light,18
9786,299552,Born Of War,28
9787,299552,Born Of War,53
9788,299552,Born Of War,10752
9789,11935,Capricorn One,18
9790,11935,Capricorn One,28
9791,11935,Capricorn One,53
9792,11935,Capricorn One,878
9793,113406,Should've Been Romeo,35
9794,113406,Should've Been Romeo,18
9795,447027,Running Forever,10751
9796,290825,Yoga Hosers,35
9797,290825,Yoga Hosers,14
9798,290825,Yoga Hosers,27
9799,290825,Yoga Hosers,53
9800,361159,Navy Seals vs. Zombies,27
9801,361159,Navy Seals vs. Zombies,28
9802,12555,I Served the King of England,35
9803,12555,I Served the King of England,18
9804,31175,Soul Kitchen,18
9805,31175,Soul Kitchen,35
9806,12498,Sling Blade,18
9807,77949,The Awakening,27
9808,77949,The Awakening,53
9809,1690,Hostel,27
9810,8435,A Cock and Bull Story,35
9811,8435,A Cock and Bull Story,18
9812,64720,Take Shelter,53
9813,64720,Take Shelter,18
9814,49365,Lady in White,27
9815,49365,Lady in White,53
9816,11404,Driving Lessons,18
9817,11404,Driving Lessons,35
9818,300706,Let's Kill Ward's Wife,35
9819,16337,The Texas Chainsaw Massacre 2,27
9820,11577,Pat Garrett & Billy the Kid,37
9821,77987,Only God Forgives,18
9822,77987,Only God Forgives,53
9823,77987,Only God Forgives,80
9824,40185,Camping Sauvage,18
9825,40185,Camping Sauvage,10749
9826,68202,Without Men,35
9827,68202,Without Men,10749
9828,8981,Dear Frankie,18
9829,8981,Dear Frankie,10751
9830,10914,All Hat,28
9831,10914,All Hat,35
9832,10914,All Hat,18
9833,10914,All Hat,37
9834,50848,The Names of Love,18
9835,50848,The Names of Love,35
9836,50848,The Names of Love,10749
9837,166624,Treading Water,18
9838,166624,Treading Water,35
9839,10822,Savage Grace,18
9840,10844,Out of the Blue,18
9841,9336,Police Academy,35
9842,9336,Police Academy,80
9843,5689,The Blue Lagoon,10749
9844,5689,The Blue Lagoon,12
9845,5689,The Blue Lagoon,18
9846,712,Four Weddings and a Funeral,35
9847,712,Four Weddings and a Funeral,18
9848,712,Four Weddings and a Funeral,10749
9849,13342,Fast Times at Ridgemont High,35
9850,10339,Moby Dick,12
9851,10339,Moby Dick,18
9852,1429,25th Hour,80
9853,1429,25th Hour,18
9854,9303,Bound,80
9855,9303,Bound,18
9856,9303,Bound,10749
9857,9303,Bound,53
9858,641,Requiem for a Dream,80
9859,641,Requiem for a Dream,18
9860,27686,State Fair,10402
9861,27686,State Fair,10749
9862,65749,Tango,18
9863,65749,Tango,10769
9864,65749,Tango,10749
9865,6106,Salvador,18
9866,252680,Moms' Night Out,35
9867,141,Donnie Darko,14
9868,141,Donnie Darko,18
9869,141,Donnie Darko,9648
9870,66607,Saving Private Perez,28
9871,66607,Saving Private Perez,35
9872,66607,Saving Private Perez,10769
9873,17139,Character,18
9874,17139,Character,10769
9875,17139,Character,36
9876,12079,Spun,35
9877,12079,Spun,80
9878,12079,Spun,18
9879,39800,Life During Wartime,35
9880,39800,Life During Wartime,18
9881,4550,Sympathy for Lady Vengeance,18
9882,4550,Sympathy for Lady Vengeance,53
9883,62116,Mozart's Sister,18
9884,9991,Mean Machine,35
9885,9991,Mean Machine,18
9886,13807,Exiled,28
9887,13807,Exiled,80
9888,13807,Exiled,53
9889,68818,Blackthorn,12
9890,68818,Blackthorn,28
9891,68818,Blackthorn,37
9892,12093,Lilya 4-ever,80
9893,12093,Lilya 4-ever,18
9894,36419,After.Life,18
9895,36419,After.Life,27
9896,36419,After.Life,9648
9897,36419,After.Life,53
9898,281730,Fugly,35
9899,281730,Fugly,18
9900,281730,Fugly,53
9901,510,One Flew Over the Cuckoo's Nest,18
9902,362105,R.L. Stine's Monsterville: The Cabinet of Souls,35
9903,362105,R.L. Stine's Monsterville: The Cabinet of Souls,27
9904,10970,Silent Movie,35
9905,375290,Airlift,53
9906,375290,Airlift,28
9907,375290,Airlift,18
9908,375290,Airlift,36
9909,17663,Anne of Green Gables,18
9910,17663,Anne of Green Gables,10751
9911,270938,Falcon Rising,12
9912,270938,Falcon Rising,28
9913,116613,The Sweeney,28
9914,116613,The Sweeney,18
9915,116613,The Sweeney,80
9916,11826,Sexy Beast,80
9917,11826,Sexy Beast,18
9918,11826,Sexy Beast,53
9919,29920,Easy Money,18
9920,29920,Easy Money,53
9921,29920,Easy Money,80
9922,1088,Whale Rider,18
9923,1088,Whale Rider,10751
9924,26379,Paa,18
9925,26379,Paa,10751
9926,26379,Paa,10769
9927,34069,Cargo,53
9928,34069,Cargo,9648
9929,34069,Cargo,878
9930,10947,High School Musical,35
9931,10947,High School Musical,18
9932,10947,High School Musical,10751
9933,10947,High School Musical,10402
9934,10947,High School Musical,10770
9935,47452,Love and Death on Long Island,18
9936,47452,Love and Death on Long Island,10749
9937,47452,Love and Death on Long Island,10769
9938,3040,Night Watch,14
9939,3040,Night Watch,28
9940,3040,Night Watch,53
9941,11386,The Crying Game,10749
9942,11386,The Crying Game,80
9943,11386,The Crying Game,18
9944,11386,The Crying Game,53
9945,10246,Porky's,35
9946,29426,Survival of the Dead,27
9947,29426,Survival of the Dead,878
9948,10331,Night of the Living Dead,27
9949,153,Lost in Translation,18
9950,703,Annie Hall,35
9951,703,Annie Hall,18
9952,703,Annie Hall,10749
9953,27191,The Greatest Show on Earth,28
9954,27191,The Greatest Show on Earth,18
9955,27191,The Greatest Show on Earth,10749
9956,1365,Monster's Ball,18
9957,1365,Monster's Ball,10749
9958,287424,Maggie,27
9959,451,Leaving Las Vegas,18
9960,451,Leaving Las Vegas,10749
9961,165864,Hansel and Gretel Get Baked,27
9962,165864,Hansel and Gretel Get Baked,35
9963,987,The Front Page,10749
9964,987,The Front Page,18
9965,987,The Front Page,35
9966,241251,The Boy Next Door,53
9967,40494,Trapeze,18
9968,39781,The Kids Are All Right,35
9969,39781,The Kids Are All Right,18
9970,8337,They Live,28
9971,8337,They Live,27
9972,8337,They Live,878
9973,8337,They Live,53
9974,5925,The Great Escape,12
9975,5925,The Great Escape,18
9976,5925,The Great Escape,36
9977,5925,The Great Escape,53
9978,5925,The Great Escape,10752
9979,8357,What the #$*! Do We (K)now!?,99
9980,146203,The Last Exorcism Part II,27
9981,146203,The Last Exorcism Part II,53
9982,85350,Boyhood,18
9983,512,Scoop,35
9984,512,Scoop,9648
9985,13408,The Wash,28
9986,13408,The Wash,35
9987,47816,3 Strikes,28
9988,47816,3 Strikes,35
9989,47816,3 Strikes,10749
9990,10744,The Cooler,18
9991,10744,The Cooler,10749
9992,11536,The Misfits,18
9993,11536,The Misfits,28
9994,11536,The Misfits,10749
9995,9782,The Night Listener,18
9996,9782,The Night Listener,53
9997,18713,The Jerky Boys,35
9998,18713,The Jerky Boys,80
9999,6537,The Orphanage,27
10000,6537,The Orphanage,18
10001,6537,The Orphanage,53
10002,184345,A Haunted House 2,35
10003,184345,A Haunted House 2,27
10004,1809,The Rules of Attraction,35
10005,1809,The Rules of Attraction,18
10006,1809,The Rules of Attraction,10749
10007,2370,Topaz,28
10008,2370,Topaz,18
10009,2370,Topaz,9648
10010,2370,Topaz,53
10011,9809,Let's Go to Prison,35
10012,9809,Let's Go to Prison,80
10013,5,Four Rooms,80
10014,5,Four Rooms,35
10015,11013,Secretary,35
10016,11013,Secretary,18
10017,11013,Secretary,10749
10018,19153,The Real Cancun,99
10019,10132,Talk Radio,18
10020,16448,Waiting for Guffman,10402
10021,16448,Waiting for Guffman,35
10022,15122,Love Stinks,35
10023,15122,Love Stinks,10749
10024,8141,You Kill Me,35
10025,8141,You Kill Me,80
10026,8141,You Kill Me,53
10027,8141,You Kill Me,10749
10028,1546,Thumbsucker,35
10029,1546,Thumbsucker,18
10030,48572,Red State,27
10031,48572,Red State,28
10032,48572,Red State,53
10033,14517,Mirrormask,14
10034,89708,Samsara,18
10035,89708,Samsara,99
10036,27551,The Barbarians,14
10037,27551,The Barbarians,12
10038,64678,The Art of Getting By,18
10039,64678,The Art of Getting By,10749
10040,309503,Zipper,53
10041,309503,Zipper,18
10042,14293,Poolhall Junkies,35
10043,14293,Poolhall Junkies,18
10044,14293,Poolhall Junkies,53
10045,15059,The Loss of Sexual Innocence,18
10046,103328,Holy Motors,18
10047,103328,Holy Motors,14
10048,157847,Joe,18
10049,25719,Shooting Fish,80
10050,25719,Shooting Fish,35
10051,25719,Shooting Fish,10749
10052,48309,Prison,80
10053,48309,Prison,18
10054,48309,Prison,27
10055,48309,Prison,53
10056,27723,Psycho Beach Party,35
10057,20468,The Big Tease,35
10058,20468,The Big Tease,10769
10059,242575,"Guten Tag, Ramón",18
10060,44945,Trust,80
10061,44945,Trust,18
10062,44945,Trust,53
10063,29122,An Everlasting Piece,35
10064,29122,An Everlasting Piece,80
10065,125123,Among Giants,35
10066,125123,Among Giants,10749
10067,111190,Adore,18
10068,133575,The Velocity of Gary,18
10069,133575,The Velocity of Gary,10749
10070,54580,Mondays in the Sun,18
10071,52015,Stake Land,18
10072,52015,Stake Land,27
10073,52015,Stake Land,28
10074,52015,Stake Land,53
10075,52015,Stake Land,878
10076,34941,The Last Time I Committed Suicide,18
10077,227975,Futuro Beach,18
10078,60422,Another Happy Day,35
10079,60422,Another Happy Day,18
10080,81390,A Lonely Place to Die,12
10081,81390,A Lonely Place to Die,28
10082,81390,A Lonely Place to Die,53
10083,81390,A Lonely Place to Die,80
10084,10981,Nothing,35
10085,10981,Nothing,14
10086,10981,Nothing,878
10087,225235,The Geographer Drank His Globe Away,18
10088,14902,1776,18
10089,14902,1776,35
10090,14902,1776,36
10091,14902,1776,10402
10092,121676,Inescapable,53
10093,121676,Inescapable,10749
10094,22301,Hell's Angels,28
10095,22301,Hell's Angels,18
10096,22301,Hell's Angels,36
10097,20065,Purple Violets,35
10098,20065,Purple Violets,18
10099,20065,Purple Violets,10749
10100,257087,The Veil,27
10101,46420,The Loved Ones,27
10102,114635,The Helpers,27
10103,158150,How to Fall in Love,35
10104,158150,How to Fall in Love,10749
10105,158150,How to Fall in Love,10770
10106,251979,The Perfect Wave,10749
10107,251979,The Perfect Wave,12
10108,251979,The Perfect Wave,18
10109,874,A Man for All Seasons,18
10110,874,A Man for All Seasons,36
10111,10774,Network,18
10112,770,Gone with the Wind,18
10113,770,Gone with the Wind,10749
10114,770,Gone with the Wind,10752
10115,266102,Desert Dancer,18
10116,29715,Major Dundee,10752
10117,29715,Major Dundee,37
10118,25209,Annie Get Your Gun,28
10119,25209,Annie Get Your Gun,35
10120,25209,Annie Get Your Gun,10402
10121,25209,Annie Get Your Gun,10749
10122,25209,Annie Get Your Gun,37
10123,37495,Four Lions,35
10124,37495,Four Lions,80
10125,37495,Four Lions,18
10126,29262,The House of Sand,18
10127,34769,Defendor,18
10128,34769,Defendor,28
10129,34769,Defendor,35
10130,34769,Defendor,80
10131,35032,The Pirate,10402
10132,35032,The Pirate,10749
10133,5178,The Good Heart,18
10134,5178,The Good Heart,35
10135,5178,The Good Heart,10749
10136,8618,The History Boys,35
10137,8618,The History Boys,18
10138,3116,Midnight Cowboy,18
10139,9427,The Full Monty,35
10140,813,Airplane!,35
10141,352978,Chain of Command,53
10142,352978,Chain of Command,12
10143,352978,Chain of Command,28
10144,10634,Friday,35
10145,9516,Menace II Society,18
10146,9516,Menace II Society,28
10147,9516,Menace II Society,80
10148,16288,Creepshow 2,27
10149,23330,The Ballad of Cable Hogue,28
10150,23330,The Ballad of Cable Hogue,35
10151,23330,The Ballad of Cable Hogue,37
10152,18900,In Cold Blood,80
10153,18900,In Cold Blood,18
10154,27029,The Nun's Story,18
10155,26268,Harper,28
10156,26268,Harper,18
10157,26268,Harper,53
10158,26268,Harper,80
10159,26268,Harper,9648
10160,573,Frenzy,80
10161,573,Frenzy,18
10162,573,Frenzy,9648
10163,573,Frenzy,53
10164,310131,The Witch,9648
10165,310131,The Witch,27
10166,40505,I Got the Hook Up,28
10167,40505,I Got the Hook Up,35
10168,11363,She's the One,35
10169,11363,She's the One,10749
10170,3033,Gods and Monsters,18
10171,25376,The Secret in Their Eyes,80
10172,25376,The Secret in Their Eyes,18
10173,25376,The Secret in Their Eyes,9648
10174,25376,The Secret in Their Eyes,10749
10175,22007,Train,27
10176,22007,Train,53
10177,765,Evil Dead II,27
10178,765,Evil Dead II,35
10179,765,Evil Dead II,14
10180,10615,Pootie Tang,28
10181,10615,Pootie Tang,35
10182,205321,Sharknado,10770
10183,205321,Sharknado,27
10184,89540,The Other Conquest,18
10185,89540,The Other Conquest,10769
10186,46146,Troll Hunter,14
10187,46146,Troll Hunter,27
10188,38007,Ira & Abby,35
10189,38007,Ira & Abby,10749
10190,14256,Winter Passing,35
10191,14256,Winter Passing,18
10192,540,D.E.B.S.,28
10193,370464,The Masked Saint,80
10194,370464,The Masked Saint,28
10195,20055,The Betrayed,80
10196,20055,The Betrayed,18
10197,20055,The Betrayed,9648
10198,20055,The Betrayed,53
10199,224569,Taxman,28
10200,224569,Taxman,80
10201,224569,Taxman,35
10202,224569,Taxman,53
10203,395766,The Secret,18
10204,39303,2:13,27
10205,39303,2:13,53
10206,39303,2:13,9648
10207,142061,"Batman: The Dark Knight Returns, Part 2",28
10208,142061,"Batman: The Dark Knight Returns, Part 2",16
10209,370662,Time to Choose,99
10210,252360,In the Name of the King III,28
