,g_name,g_id,votecount
5787,Thriller,53,112
5788,Drama,18,112
5789,Crime,80,112
5790,Romance,10749,112
5791,Comedy,35,480
5792,Drama,18,201
5793,Thriller,53,201
5794,Comedy,35,1309
5795,Drama,18,1309
5796,Mystery,9648,1309
5797,Comedy,35,72
5798,Music,10402,72
5799,Action,28,875
5800,Thriller,53,875
5801,Family,10751,77
5802,Horror,27,77
5803,Comedy,35,239
5804,Romance,10749,239
5805,Action,28,305
5806,Adventure,12,305
5807,Crime,80,305
5808,Science Fiction,878,305
5809,Thriller,53,305
5810,Action,28,8
5811,Science Fiction,878,8
5812,Thriller,53,8
5813,Drama,18,8
5814,Comedy,35,8
5815,Thriller,53,8
5816,Music,10402,8
5817,Romance,10749,8
5818,Comedy,35,48
5819,Family,10751,48
5820,Romance,10749,48
5821,Thriller,53,559
5822,Action,28,559
5823,Crime,80,559
5824,Drama,18,128
5825,Romance,10749,128
5826,Drama,18,277
5827,Thriller,53,277
5828,War,10752,277
5829,Romance,10749,212
5830,Drama,18,212
5831,History,36,212
5832,War,10752,212
5833,Music,10402,212
5834,Action,28,224
5835,Comedy,35,224
5836,Romance,10749,224
5837,Action,28,140
5838,Comedy,35,140
5839,Crime,80,140
5840,Mystery,9648,659
5841,Thriller,53,659
5842,Action,28,98
5843,Thriller,53,98
5844,Adventure,12,98
5845,Drama,18,192
5846,Romance,10749,45
5847,Drama,18,45
5848,Comedy,35,45
5849,Thriller,53,720
5850,Drama,18,720
5851,Crime,80,720
5852,Drama,18,501
5853,Mystery,9648,501
5854,Crime,80,501
5855,Comedy,35,46
5856,Drama,18,46
5857,Drama,18,239
5858,Thriller,53,239
5859,Mystery,9648,239
5860,Animation,16,122
5861,Adventure,12,122
5862,Romance,10749,122
5863,Romance,10749,546
5864,Comedy,35,546
5865,Science Fiction,878,139
5866,Action,28,139
5867,Adventure,12,139
5868,Thriller,53,139
5869,Animation,16,893
5870,Comedy,35,893
5871,Music,10402,893
5872,Comedy,35,497
5873,Drama,18,497
5874,Action,28,184
5875,Adventure,12,184
5876,Comedy,35,184
5877,Family,10751,184
5878,Fantasy,14,184
5879,Science Fiction,878,184
5880,Comedy,35,123
5881,Romance,10749,123
5882,Drama,18,4742
5883,Comedy,35,4742
5884,Romance,10749,4742
5885,Crime,80,356
5886,Drama,18,356
5887,Drama,18,22
5888,Action,28,1692
5889,Crime,80,1692
5890,Thriller,53,1692
5891,Drama,18,497
5892,Action,28,497
5893,Horror,27,76
5894,Thriller,53,76
5895,Science Fiction,878,76
5896,Drama,18,189
5897,Comedy,35,189
5898,Romance,10749,189
5899,Drama,18,65
5900,Comedy,35,65
5901,Romance,10749,52
5902,Drama,18,52
5903,Drama,18,840
5904,Thriller,53,840
5905,Mystery,9648,840
5906,Drama,18,14
5907,Comedy,35,14
5908,Romance,10749,14
5909,Drama,18,276
5910,Comedy,35,41
5911,Action,28,475
5912,Thriller,53,475
5913,Science Fiction,878,475
5914,Horror,27,475
5915,Adventure,12,3854
5916,Action,28,3854
5917,Comedy,35,2395
5918,Family,10751,2395
5919,Adventure,12,2395
5920,Crime,80,2395
5921,Science Fiction,878,1098
5922,Drama,18,1098
5923,Horror,27,150
5924,Thriller,53,150
5925,Action,28,613
5926,Comedy,35,613
5927,Crime,80,613
5928,Comedy,35,183
5929,Crime,80,4443
5930,Drama,18,4443
5931,Thriller,53,4443
5932,Music,10402,728
5933,Comedy,35,728
5934,Comedy,35,428
5935,Documentary,99,428
5936,Action,28,428
5937,Horror,27,406
5938,Thriller,53,406
5939,Adventure,12,209
5940,Comedy,35,209
5941,Family,10751,209
5942,Horror,27,3092
5943,Thriller,53,3092
5944,Adventure,12,221
5945,Comedy,35,221
5946,Family,10751,221
5947,Romance,10749,221
5948,Comedy,35,500
5949,Comedy,35,1414
5950,Music,10402,1414
5951,Action,28,442
5952,Fantasy,14,442
5953,Comedy,35,679
5954,Comedy,35,934
5955,Drama,18,934
5956,Adventure,12,383
5957,Family,10751,383
5958,Drama,18,383
5959,Comedy,35,383
5960,Drama,18,923
5961,Family,10751,923
5962,Romance,10749,923
5963,Drama,18,3674
5964,History,36,3674
5965,Drama,18,116
5966,Romance,10749,116
5967,Comedy,35,116
5968,Music,10402,116
5969,Comedy,35,29
5970,Romance,10749,29
5971,Fantasy,14,3601
5972,Drama,18,3601
5973,Romance,10749,3601
5974,Drama,18,2562
5975,Romance,10749,2562
5976,Drama,18,52
5977,Comedy,35,52
5978,Crime,80,52
5979,Action,28,422
5980,Crime,80,422
5981,Thriller,53,422
5982,Comedy,35,1252
5983,Comedy,35,222
5984,Adventure,12,290
5985,Fantasy,14,290
5986,Animation,16,290
5987,Family,10751,290
5988,History,36,817
5989,Drama,18,817
5990,Family,10751,269
5991,Animation,16,269
5992,Adventure,12,269
5993,Thriller,53,191
5994,Horror,27,191
5995,Drama,18,191
5996,Mystery,9648,191
5997,Thriller,53,381
5998,Drama,18,381
5999,Mystery,9648,381
6000,Animation,16,143
6001,Family,10751,143
6002,Horror,27,1261
6003,Thriller,53,1261
6004,Mystery,9648,1261
6005,Adventure,12,276
6006,Drama,18,276
6007,Family,10751,276
6008,Action,28,326
6009,Adventure,12,326
6010,Comedy,35,326
6011,Drama,18,2686
6012,Thriller,53,2686
6013,History,36,2686
6014,Drama,18,292
6015,Crime,80,292
6016,Thriller,53,292
6017,Horror,27,283
6018,Thriller,53,283
6019,Comedy,35,24
6020,Drama,18,24
6021,Romance,10749,24
6022,Adventure,12,308
6023,Comedy,35,308
6024,Family,10751,308
6025,Fantasy,14,308
6026,Science Fiction,878,308
6027,Comedy,35,129
6028,Drama,18,129
6029,Romance,10749,129
6030,Thriller,53,129
6031,Adventure,12,131
6032,Family,10751,131
6033,Science Fiction,878,131
6034,Action,28,131
6035,Crime,80,481
6036,Drama,18,481
6037,Thriller,53,481
6038,Drama,18,114
6039,Horror,27,315
6040,Comedy,35,315
6041,Drama,18,1055
6042,Drama,18,505
6043,Comedy,35,505
6044,Drama,18,435
6045,Mystery,9648,435
6046,Music,10402,660
6047,Adventure,12,660
6048,Animation,16,660
6049,Action,28,660
6050,Comedy,35,660
6051,Horror,27,465
6052,Thriller,53,465
6053,Drama,18,194
6054,Thriller,53,194
6055,Comedy,35,793
6056,Drama,18,63
6057,Action,28,63
6058,Comedy,35,63
6059,Western,37,63
6060,Music,10402,63
6061,History,36,612
6062,Drama,18,612
6063,Action,28,295
6064,Horror,27,531
6065,Mystery,9648,531
6066,Thriller,53,531
6067,Comedy,35,328
6068,Crime,80,444
6069,Drama,18,444
6070,Mystery,9648,444
6071,Horror,27,167
6072,Thriller,53,167
6073,Mystery,9648,167
6074,Drama,18,257
6075,Thriller,53,257
6076,Comedy,35,628
6077,Drama,18,628
6078,Romance,10749,628
6079,Music,10402,628
6080,Horror,27,171
6081,Mystery,9648,171
6082,Thriller,53,171
6083,Drama,18,63
6084,Thriller,53,63
6085,Thriller,53,697
6086,Crime,80,697
6087,Drama,18,697
6088,Science Fiction,878,3652
6089,Drama,18,3652
6090,Romance,10749,3652
6091,Comedy,35,368
6092,Romance,10749,368
6093,Action,28,363
6094,Crime,80,363
6095,Drama,18,363
6096,Thriller,53,363
6097,Comedy,35,1778
6098,Action,28,1778
6099,Science Fiction,878,1778
6100,Action,28,143
6101,Adventure,12,143
6102,Crime,80,143
6103,Family,10751,143
6104,Mystery,9648,143
6105,Thriller,53,143
6106,Fantasy,14,634
6107,Horror,27,634
6108,Action,28,634
6109,Thriller,53,634
6110,Science Fiction,878,634
6111,Comedy,35,525
6112,Romance,10749,525
6113,Adventure,12,593
6114,Comedy,35,593
6115,Romance,10749,593
6116,Horror,27,155
6117,Thriller,53,155
6118,Romance,10749,119
6119,Action,28,119
6120,Adventure,12,119
6121,Western,37,119
6122,Drama,18,119
6123,Family,10751,124
6124,Animation,16,124
6125,Action,28,288
6126,Adventure,12,288
6127,Fantasy,14,288
6128,Horror,27,288
6129,Science Fiction,878,288
6130,Thriller,53,288
6131,Comedy,35,148
6132,Drama,18,148
6133,Comedy,35,44
6134,Family,10751,44
6135,Fantasy,14,175
6136,Drama,18,175
6137,Comedy,35,175
6138,Thriller,53,175
6139,Mystery,9648,2181
6140,Adventure,12,2181
6141,Crime,80,2181
6142,Drama,18,299
6143,Western,37,299
6144,Crime,80,299
6145,Action,28,255
6146,Drama,18,255
6147,Fantasy,14,255
6148,Horror,27,255
6149,Thriller,53,255
6150,Drama,18,2320
6151,Horror,27,2320
6152,Thriller,53,2320
6153,Romance,10749,220
6154,Comedy,35,220
6155,Drama,18,542
6156,Romance,10749,542
6157,Comedy,35,130
6158,Drama,18,130
6159,Romance,10749,130
6160,Comedy,35,7
6161,Adventure,12,260
6162,Drama,18,260
6163,Fantasy,14,260
6164,Romance,10749,260
6165,Comedy,35,52
6166,Drama,18,52
6167,Family,10751,52
6168,Drama,18,334
6169,Adventure,12,3045
6170,Drama,18,3045
6171,Comedy,35,111
6172,Drama,18,111
6173,Romance,10749,111
6174,Thriller,53,432
6175,Horror,27,432
6176,Mystery,9648,432
6177,Horror,27,1603
6178,Action,28,1603
6179,Thriller,53,1603
6180,Crime,80,1603
6181,Animation,16,88
6182,Family,10751,88
6183,Comedy,35,39
6184,Drama,18,39
6185,Romance,10749,39
6186,Action,28,831
6187,Comedy,35,831
6188,Crime,80,831
6189,Fantasy,14,831
6190,Adventure,12,20
6191,Comedy,35,20
6192,Family,10751,20
6193,Drama,18,394
6194,Drama,18,918
6195,Crime,80,918
6196,Thriller,53,918
6197,Action,28,52
6198,Drama,18,52
6199,Thriller,53,52
6200,Comedy,35,83
6201,Romance,10749,83
6202,Drama,18,120
6203,Comedy,35,120
6204,Romance,10749,120
6205,Family,10751,120
6206,Documentary,99,167
6207,Drama,18,41
6208,History,36,41
6209,Crime,80,336
6210,Drama,18,336
6211,Mystery,9648,336
6212,Action,28,240
6213,Comedy,35,240
6214,Action,28,208
6215,Crime,80,208
6216,Drama,18,208
6217,Thriller,53,208
6218,Comedy,35,125
6219,Thriller,53,125
6220,Crime,80,125
6221,Action,28,125
6222,Comedy,35,671
6223,Romance,10749,671
6224,Action,28,715
6225,Thriller,53,715
6226,Science Fiction,878,715
6227,Comedy,35,139
6228,Action,28,861
6229,Thriller,53,861
6230,Crime,80,861
6231,Action,28,130
6232,Comedy,35,130
6233,Thriller,53,130
6234,Drama,18,12
6235,Drama,18,81
6236,Action,28,81
6237,Thriller,53,81
6238,Romance,10749,81
6239,Comedy,35,289
6240,Drama,18,289
6241,Action,28,139
6242,Adventure,12,139
6243,Drama,18,139
6244,Thriller,53,139
6245,Comedy,35,286
6246,Fantasy,14,286
6247,Romance,10749,286
6248,Action,28,220
6249,Adventure,12,220
6250,Drama,18,220
6251,Thriller,53,220
6252,Drama,18,641
6253,Horror,27,641
6254,Mystery,9648,641
6255,Adventure,12,48
6256,Action,28,48
6257,Comedy,35,48
6258,Family,10751,48
6259,Drama,18,424
6260,Comedy,35,424
6261,Comedy,35,62
6262,Drama,18,62
6263,Action,28,797
6264,Thriller,53,797
6265,Comedy,35,187
6266,Drama,18,187
6267,Comedy,35,62
6268,Romance,10749,62
6269,Drama,18,950
6270,Comedy,35,105
6271,Crime,80,105
6272,Drama,18,105
6273,Music,10402,147
6274,Comedy,35,147
6275,Romance,10749,147
6276,Action,28,297
6277,Crime,80,297
6278,Drama,18,297
6279,Thriller,53,297
6280,Drama,18,284
6281,Comedy,35,35
6282,Family,10751,35
6283,Action,28,133
6284,Comedy,35,133
6285,Crime,80,133
6286,Action,28,78
6287,Comedy,35,78
6288,Crime,80,78
6289,Comedy,35,24
6290,Comedy,35,15
6291,Drama,18,15
6292,Music,10402,15
6293,Romance,10749,15
6294,Comedy,35,833
6295,Romance,10749,833
6296,Crime,80,833
6297,Drama,18,833
6298,Mystery,9648,833
6299,Family,10751,18
6300,Music,10402,88
6301,Drama,18,88
6302,Comedy,35,20
6303,Fantasy,14,20
6304,Action,28,631
6305,Crime,80,631
6306,Thriller,53,631
6307,Horror,27,82
6308,Comedy,35,69
6309,Comedy,35,41
6310,Drama,18,41
6311,Music,10402,41
6312,Comedy,35,185
6313,Drama,18,185
6314,War,10752,185
6315,Drama,18,571
6316,Thriller,53,571
6317,Animation,16,532
6318,Science Fiction,878,532
6319,Thriller,53,532
6320,Drama,18,216
6321,Action,28,173
6322,Fantasy,14,173
6323,Horror,27,173
6324,Thriller,53,173
6325,Comedy,35,126
6326,Drama,18,126
6327,Family,10751,126
6328,Music,10402,126
6329,Drama,18,179
6330,Mystery,9648,179
6331,Thriller,53,179
6332,Crime,80,546
6333,Drama,18,546
6334,Thriller,53,546
6335,Drama,18,26
6336,Romance,10749,26
6337,War,10752,26
6338,History,36,26
6339,Drama,18,59
6340,Drama,18,195
6341,Music,10402,195
6342,Action,28,271
6343,Thriller,53,271
6344,Adventure,12,203
6345,Comedy,35,203
6346,Drama,18,203
6347,Romance,10749,203
6348,Drama,18,278
6349,Adventure,12,1983
6350,Fantasy,14,1983
6351,Animation,16,1983
6352,Comedy,35,20
6353,Drama,18,20
6354,Foreign,10769,20
6355,Comedy,35,9
6356,Music,10402,9
6357,Action,28,218
6358,Adventure,12,218
6359,Crime,80,218
6360,Drama,18,218
6361,Thriller,53,218
6362,Western,37,218
6363,Drama,18,36
6364,Comedy,35,12
6365,Action,28,1552
6366,Science Fiction,878,1552
6367,Thriller,53,1552
6368,Drama,18,52
6369,War,10752,52
6370,Drama,18,97
6371,Action,28,97
6372,Thriller,53,97
6373,Crime,80,97
6374,Family,10751,8
6375,Drama,18,156
6376,Romance,10749,156
6377,Animation,16,102
6378,Fantasy,14,102
6379,Science Fiction,878,102
6380,Drama,18,14
6381,Drama,18,286
6382,Mystery,9648,286
6383,Thriller,53,286
6384,Crime,80,286
6385,Romance,10749,286
6386,Adventure,12,33
6387,Comedy,35,107
6388,Drama,18,107
6389,Family,10751,107
6390,Fantasy,14,107
6391,Science Fiction,878,107
6392,Comedy,35,221
6393,Fantasy,14,221
6394,Action,28,139
6395,Comedy,35,139
6396,Horror,27,139
6397,Mystery,9648,139
6398,Science Fiction,878,139
6399,Thriller,53,139
6400,Drama,18,48
6401,Thriller,53,48
6402,Drama,18,31
6403,Fantasy,14,31
6404,Horror,27,585
6405,Mystery,9648,585
6406,Thriller,53,585
6407,Action,28,35
6408,History,36,35
6409,Drama,18,35
6410,Crime,80,130
6411,Drama,18,130
6412,Thriller,53,130
6413,Comedy,35,68
6414,Animation,16,68
6415,Adventure,12,68
6416,Family,10751,68
6417,Drama,18,3
6418,History,36,3
6419,Animation,16,1
6420,Drama,18,109
6421,Thriller,53,404
6422,Thriller,53,465
6423,Crime,80,465
6424,Drama,18,312
6425,Romance,10749,312
6426,Action,28,157
6427,Crime,80,157
6428,Drama,18,157
6429,History,36,157
6430,Thriller,53,157
6431,Adventure,12,1046
6432,Drama,18,1046
6433,Western,37,1046
6434,Comedy,35,1584
6435,Drama,18,141
6436,Crime,80,141
6437,Mystery,9648,141
6438,Comedy,35,713
6439,Crime,80,1476
6440,Horror,27,1476
6441,Mystery,9648,1476
6442,Horror,27,440
6443,Thriller,53,440
6444,Horror,27,3757
6445,Thriller,53,3757
6446,Adventure,12,6079
6447,Comedy,35,6079
6448,Science Fiction,878,6079
6449,Family,10751,6079
6450,Horror,27,209
6451,Mystery,9648,209
6452,Thriller,53,209
6453,Drama,18,40
6454,Comedy,35,40
6455,Action,28,8
6456,Drama,18,8
6457,Comedy,35,583
6458,Romance,10749,583
6459,Drama,18,583
6460,Comedy,35,404
6461,Drama,18,208
6462,Action,28,208
6463,Thriller,53,208
6464,Crime,80,208
6465,War,10752,208
6466,Animation,16,8
6467,Drama,18,8
6468,Family,10751,8
6469,Science Fiction,878,8
6470,Mystery,9648,633
6471,Horror,27,633
6472,Action,28,633
6473,Fantasy,14,3840
6474,Adventure,12,3840
6475,Animation,16,3840
6476,Family,10751,3840
6477,Action,28,43
6478,Crime,80,43
6479,Action,28,108
6480,Drama,18,108
6481,History,36,108
6482,Drama,18,1486
6483,Comedy,35,342
6484,Adventure,12,342
6485,Romance,10749,342
6486,Romance,10749,465
6487,Comedy,35,465
6488,Drama,18,33
6489,History,36,33
6490,Comedy,35,208
6491,Drama,18,208
6492,Romance,10749,208
6493,Drama,18,40
6494,Family,10751,5
6495,Fantasy,14,5
6496,Music,10402,5
6497,Thriller,53,12
6498,Drama,18,12
6499,Music,10402,12
6500,Crime,80,12
6501,Drama,18,69
6502,Horror,27,588
6503,Thriller,53,588
6504,Drama,18,588
6505,Comedy,35,638
6506,Crime,80,638
6507,Drama,18,638
6508,Horror,27,381
6509,Action,28,11
6510,Adventure,12,1301
6511,Drama,18,1301
6512,Comedy,35,1301
6513,Comedy,35,518
6514,Romance,10749,518
6515,Fantasy,14,518
6516,Comedy,35,2713
6517,Romance,10749,2472
6518,Comedy,35,2472
6519,Crime,80,2472
6520,Fantasy,14,2472
6521,Fantasy,14,993
6522,Drama,18,993
6523,Comedy,35,993
6524,Romance,10749,993
6525,Family,10751,993
6526,Comedy,35,1579
6527,Comedy,35,882
6528,Science Fiction,878,434
6529,Action,28,434
6530,Adventure,12,434
6531,Thriller,53,434
6532,Crime,80,659
6533,Drama,18,659
6534,Horror,27,659
6535,Thriller,53,659
6536,Comedy,35,308
6537,Thriller,53,392
6538,Action,28,392
6539,Science Fiction,878,392
6540,Comedy,35,249
6541,Drama,18,249
6542,Romance,10749,249
6543,Comedy,35,74
6544,Drama,18,74
6545,Drama,18,656
6546,Comedy,35,656
6547,Crime,80,656
6548,Science Fiction,878,1013
6549,Comedy,35,1013
6550,Crime,80,1013
6551,Romance,10749,322
6552,Comedy,35,322
6553,Family,10751,322
6554,Family,10751,238
6555,Comedy,35,238
6556,Science Fiction,878,2093
6557,Action,28,2093
6558,Adventure,12,2093
6559,Thriller,53,2093
6560,Drama,18,1076
6561,History,36,1076
6562,Music,10402,1076
6563,Crime,80,167
6564,Horror,27,167
6565,Comedy,35,2320
6566,Comedy,35,172
6567,Drama,18,172
6568,Romance,10749,172
6569,Drama,18,246
6570,Mystery,9648,246
6571,Thriller,53,246
6572,Comedy,35,136
6573,Drama,18,136
6574,Fantasy,14,136
6575,Romance,10749,136
6576,Drama,18,4535
6577,Comedy,35,4535
6578,Comedy,35,1098
6579,Drama,18,1098
6580,Drama,18,367
6581,History,36,367
6582,Crime,80,367
6583,Thriller,53,367
6584,Action,28,367
6585,Romance,10749,303
6586,Music,10402,303
6587,Family,10751,303
6588,Action,28,147
6589,Comedy,35,147
6590,Horror,27,311
6591,Action,28,342
6592,Drama,18,342
6593,War,10752,72
6594,Comedy,35,72
6595,Drama,18,72
6596,Comedy,35,225
6597,Crime,80,225
6598,Drama,18,225
6599,Adventure,12,383
6600,Fantasy,14,383
6601,Action,28,383
6602,Drama,18,938
6603,Drama,18,180
6604,Romance,10749,180
6605,Action,28,167
6606,Adventure,12,167
6607,Crime,80,167
6608,Drama,18,167
6609,Family,10751,167
6610,Mystery,9648,167
6611,Thriller,53,167
6612,Music,10402,135
6613,Comedy,35,135
6614,Drama,18,135
6615,Romance,10749,135
6616,Adventure,12,2606
6617,Drama,18,2606
6618,Thriller,53,2606
6619,Action,28,155
6620,Comedy,35,155
6621,Crime,80,155
6622,Drama,18,90
6623,Music,10402,90
6624,Comedy,35,167
6625,Family,10751,167
6626,Family,10751,76
6627,Action,28,76
6628,Adventure,12,76
6629,Drama,18,120
6630,Drama,18,1573
6631,History,36,1573
6632,Comedy,35,197
6633,Romance,10749,197
6634,Drama,18,319
6635,Comedy,35,319
6636,Romance,10749,319
6637,Action,28,14
6638,Adventure,12,14
6639,Romance,10749,14
6640,Western,37,14
6641,Drama,18,92
6642,Thriller,53,92
6643,Drama,18,236
6644,Mystery,9648,236
6645,Thriller,53,236
6646,Action,28,246
6647,Crime,80,246
6648,Drama,18,176
6649,Comedy,35,164
6650,Drama,18,164
6651,Romance,10749,164
6652,Adventure,12,56
6653,Comedy,35,56
6654,Family,10751,56
6655,Comedy,35,23
6656,Drama,18,23
6657,Romance,10749,23
6658,Drama,18,177
6659,Romance,10749,177
6660,Fantasy,14,67
6661,Drama,18,55
6662,Romance,10749,55
6663,Comedy,35,630
6664,Drama,18,630
6665,History,36,630
6666,Drama,18,299
6667,History,36,158
6668,Action,28,836
6669,Crime,80,836
6670,Thriller,53,836
6671,Adventure,12,15
6672,Action,28,15
6673,Science Fiction,878,15
6674,Drama,18,117
6675,Drama,18,28
6676,Romance,10749,28
6677,Adventure,12,694
6678,Drama,18,694
6679,Science Fiction,878,694
6680,Comedy,35,149
6681,Romance,10749,149
6682,Drama,18,273
6683,History,36,273
6684,Crime,80,255
6685,Drama,18,255
6686,Mystery,9648,255
6687,Horror,27,11
6688,Romance,10749,108
6689,Science Fiction,878,108
6690,Horror,27,108
6691,Action,28,108
6692,Crime,80,108
6693,Drama,18,104
6694,Mystery,9648,104
6695,Thriller,53,104
6696,Music,10402,83
6697,Drama,18,60
6698,Crime,80,50
6699,Drama,18,50
6700,Thriller,53,50
6701,History,36,50
6702,Thriller,53,20
6703,Drama,18,20
6704,Western,37,2
6705,Action,28,2
6706,Drama,18,2
6707,History,36,2
6708,Horror,27,270
6709,Science Fiction,878,270
6710,Action,28,179
6711,Crime,80,179
6712,Drama,18,179
6713,Thriller,53,179
6714,Action,28,77
6715,Animation,16,77
6716,Science Fiction,878,77
6717,Adventure,12,206
6718,Fantasy,14,206
6719,Action,28,206
6720,Thriller,53,376
6721,Comedy,35,2100
6722,Comedy,35,52
6723,Crime,80,52
6724,Drama,18,52
6725,Horror,27,82
6726,Action,28,82
6727,Music,10402,640
6728,Drama,18,640
6729,Romance,10749,640
6730,Animation,16,479
6731,Comedy,35,479
6732,Family,10751,479
6733,Drama,18,793
6734,History,36,793
6735,War,10752,793
6736,Action,28,966
6737,Crime,80,966
6738,Drama,18,966
6739,Thriller,53,966
6740,Drama,18,16
6741,Music,10402,16
6742,Thriller,53,218
6743,Action,28,218
6744,Thriller,53,18
6745,Horror,27,1660
6746,Drama,18,1660
6747,Mystery,9648,1660
6748,Thriller,53,1660
6749,Horror,27,3220
6750,Action,28,3220
6751,Thriller,53,3220
6752,Science Fiction,878,3220
6753,Drama,18,352
6754,Family,10751,352
6755,Music,10402,352
6756,Romance,10749,352
6757,Horror,27,687
6758,Thriller,53,687
6759,Mystery,9648,687
6760,Comedy,35,1219
6761,Comedy,35,478
6762,Drama,18,478
6763,Romance,10749,478
6764,Comedy,35,172
6765,Horror,27,1035
6766,Thriller,53,1035
6767,Comedy,35,30
6768,Family,10751,30
6769,Science Fiction,878,30
6770,Comedy,35,110
6771,Action,28,534
6772,Comedy,35,534
6773,Crime,80,534
6774,Thriller,53,534
6775,Horror,27,730
6776,Crime,80,730
6777,Comedy,35,297
6778,Romance,10749,297
6779,Comedy,35,198
6780,Drama,18,849
6781,Fantasy,14,849
6782,Romance,10749,849
6783,Horror,27,705
6784,Thriller,53,705
6785,Comedy,35,64
6786,Drama,18,213
6787,Comedy,35,54
6788,Drama,18,32
6789,Comedy,35,2247
6790,Music,10402,2247
6791,Romance,10749,2247
6792,Drama,18,63
6793,Comedy,35,63
6794,Romance,10749,63
6795,Drama,18,187
6796,Crime,80,187
6797,Thriller,53,187
6798,Horror,27,74
6799,Thriller,53,74
6800,Comedy,35,17
6801,Family,10751,14
6802,Crime,80,293
6803,Drama,18,293
6804,Thriller,53,293
6805,Action,28,36
6806,Drama,18,36
6807,History,36,36
6808,Horror,27,1723
6809,Comedy,35,101
6810,Romance,10749,101
6811,Comedy,35,95
6812,Drama,18,95
6813,Family,10751,95
6814,Action,28,318
6815,Adventure,12,318
6816,Science Fiction,878,318
6817,Drama,18,6
6818,Action,28,331
6819,Crime,80,331
6820,Drama,18,331
6821,Thriller,53,331
6822,Drama,18,19
6823,Adventure,12,15
6824,Fantasy,14,1615
6825,Drama,18,1615
6826,Thriller,53,1615
6827,Romance,10749,1615
6828,Adventure,12,19
6829,Thriller,53,19
6830,Drama,18,59
6831,Crime,80,59
6832,Thriller,53,59
6833,Thriller,53,271
6834,Romance,10749,271
6835,Action,28,153
6836,Adventure,12,153
6837,Comedy,35,153
6838,Drama,18,153
6839,Science Fiction,878,153
6840,Thriller,53,153
6841,Animation,16,129
6842,Family,10751,129
6843,Action,28,27
6844,Adventure,12,27
6845,Science Fiction,878,27
6846,Horror,27,140
6847,Thriller,53,140
6848,Comedy,35,428
6849,Drama,18,428
6850,Family,10751,428
6851,Drama,18,73
6852,Mystery,9648,73
6853,Romance,10749,73
6854,Crime,80,546
6855,Drama,18,546
6856,Drama,18,352
6857,Romance,10749,352
6858,Drama,18,317
6859,Romance,10749,317
6860,Comedy,35,236
6861,Drama,18,199
6862,Drama,18,2705
6863,Comedy,35,1859
6864,Comedy,35,950
6865,Romance,10749,950
6866,Drama,18,950
6867,Drama,18,131
6868,Comedy,35,542
6869,Adventure,12,542
6870,Comedy,35,122
6871,Drama,18,122
6872,Romance,10749,122
6873,Drama,18,1049
6874,Comedy,35,1049
6875,Romance,10749,1049
6876,Horror,27,365
6877,Thriller,53,365
6878,Mystery,9648,365
6879,Comedy,35,1662
6880,Drama,18,1662
6881,Romance,10749,1662
6882,Horror,27,402
6883,Drama,18,30
6884,Comedy,35,78
6885,Family,10751,78
6886,Fantasy,14,3041
6887,Drama,18,3041
6888,War,10752,3041
6889,Action,28,44
6890,Comedy,35,44
6891,Family,10751,44
6892,Crime,80,55
6893,Drama,18,55
6894,Romance,10749,55
6895,Thriller,53,224
6896,Drama,18,224
6897,Horror,27,224
6898,Mystery,9648,242
6899,Adventure,12,242
6900,Comedy,35,242
6901,Romance,10749,242
6902,Drama,18,242
6903,Thriller,53,215
6904,Action,28,215
6905,Crime,80,215
6906,Drama,18,215
6907,Crime,80,2199
6908,Action,28,2199
6909,Comedy,35,2199
6910,Comedy,35,96
6911,Drama,18,96
6912,Romance,10749,96
6913,Drama,18,1020
6914,Romance,10749,1020
6915,Action,28,76
6916,Adventure,12,76
6917,Drama,18,76
6918,Romance,10749,76
6919,Comedy,35,103
6920,Drama,18,103
6921,Romance,10749,103
6922,Drama,18,108
6923,Comedy,35,837
6924,Horror,27,837
6925,Comedy,35,43
6926,Crime,80,43
6927,Mystery,9648,43
6928,Comedy,35,127
6929,Drama,18,127
6930,Drama,18,948
6931,Romance,10749,948
6932,Drama,18,42
6933,Comedy,35,42
6934,Romance,10749,42
6935,Comedy,35,131
6936,Science Fiction,878,131
6937,Drama,18,988
6938,Thriller,53,378
6939,Science Fiction,878,378
6940,Mystery,9648,378
6941,Comedy,35,10
6942,Drama,18,10
6943,Action,28,36
6944,Science Fiction,878,36
6945,Thriller,53,36
6946,Comedy,35,34
6947,Drama,18,34
6948,Music,10402,34
6949,Comedy,35,113
6950,Drama,18,113
6951,Comedy,35,100
6952,Music,10402,100
6953,Adventure,12,624
6954,Action,28,624
6955,Fantasy,14,624
6956,Drama,18,90
6957,Science Fiction,878,48
6958,Action,28,48
6959,Adventure,12,48
6960,Drama,18,250
6961,Romance,10749,250
6962,Drama,18,21
6963,History,36,21
6964,Family,10751,21
6965,Romance,10749,21
6966,Thriller,53,956
6967,Crime,80,956
6968,Drama,18,956
6969,Mystery,9648,956
6970,Romance,10749,108
6971,Comedy,35,108
6972,Comedy,35,615
6973,Drama,18,29
6974,Fantasy,14,387
6975,Drama,18,387
6976,Comedy,35,91
6977,Romance,10749,91
6978,Horror,27,91
6979,Drama,18,1717
6980,Family,10751,1717
6981,Crime,80,172
6982,Drama,18,172
6983,Thriller,53,172
6984,Western,37,258
6985,Drama,18,258
6986,Comedy,35,20
6987,Drama,18,20
6988,War,10752,16
6989,Drama,18,16
6990,Action,28,3
6991,Adventure,12,3
