,g_name,g_id,votecount
6992,Drama,18,3
6993,Mystery,9648,16
6994,Crime,80,16
6995,Drama,18,16
6996,Thriller,53,16
6997,Drama,18,283
6998,Action,28,283
6999,Comedy,35,283
7000,Comedy,35,317
7001,Horror,27,317
7002,Science Fiction,878,317
7003,Action,28,961
7004,Comedy,35,961
7005,Crime,80,961
7006,Comedy,35,2414
7007,Family,10751,2414
7008,Family,10751,253
7009,Comedy,35,253
7010,Drama,18,253
7011,Comedy,35,421
7012,Romance,10749,421
7013,Action,28,1698
7014,Romance,10749,1698
7015,War,10752,1698
7016,Adventure,12,927
7017,Drama,18,927
7018,Action,28,927
7019,Romance,10749,927
7020,Drama,18,3313
7021,Drama,18,2752
7022,History,36,2752
7023,Comedy,35,559
7024,Drama,18,52
7025,Romance,10749,52
7026,Drama,18,338
7027,Action,28,48
7028,Adventure,12,48
7029,Drama,18,48
7030,Thriller,53,48
7031,History,36,5723
7032,Drama,18,5723
7033,Thriller,53,5723
7034,War,10752,5723
7035,Comedy,35,102
7036,Drama,18,67
7037,Music,10402,67
7038,Comedy,35,355
7039,Family,10751,355
7040,Horror,27,1401
7041,Comedy,35,410
7042,Adventure,12,410
7043,Romance,10749,410
7044,Comedy,35,680
7045,Drama,18,338
7046,Fantasy,14,1444
7047,Comedy,35,1444
7048,Comedy,35,33
7049,Drama,18,33
7050,Drama,18,215
7051,Romance,10749,215
7052,Drama,18,1206
7053,Horror,27,1206
7054,Thriller,53,1206
7055,Horror,27,268
7056,Thriller,53,268
7057,Comedy,35,197
7058,Family,10751,197
7059,Drama,18,921
7060,War,10752,921
7061,Comedy,35,270
7062,Drama,18,270
7063,Family,10751,280
7064,Comedy,35,280
7065,Thriller,53,1138
7066,Drama,18,1138
7067,Horror,27,584
7068,Comedy,35,584
7069,Fantasy,14,584
7070,Horror,27,492
7071,Mystery,9648,492
7072,Science Fiction,878,492
7073,Drama,18,72
7074,Music,10402,72
7075,Action,28,382
7076,Crime,80,382
7077,Drama,18,382
7078,Comedy,35,431
7079,Crime,80,1170
7080,Drama,18,1170
7081,Thriller,53,1170
7082,Crime,80,156
7083,Drama,18,156
7084,Thriller,53,156
7085,Drama,18,3311
7086,Romance,10749,3311
7087,Comedy,35,77
7088,Crime,80,77
7089,Comedy,35,155
7090,Drama,18,155
7091,Romance,10749,155
7092,Adventure,12,851
7093,Drama,18,851
7094,History,36,851
7095,War,10752,851
7096,Horror,27,267
7097,Drama,18,951
7098,Crime,80,440
7099,Thriller,53,440
7100,Horror,27,440
7101,Drama,18,440
7102,Comedy,35,230
7103,Romance,10749,230
7104,Horror,27,228
7105,Thriller,53,228
7106,Adventure,12,1486
7107,Family,10751,1486
7108,Fantasy,14,1486
7109,Comedy,35,1486
7110,Romance,10749,1486
7111,Drama,18,151
7112,Drama,18,3725
7113,Action,28,3725
7114,Thriller,53,3725
7115,Crime,80,3725
7116,Comedy,35,221
7117,Comedy,35,72
7118,Drama,18,72
7119,Romance,10749,72
7120,Horror,27,1197
7121,Thriller,53,1197
7122,Science Fiction,878,1197
7123,Drama,18,130
7124,Comedy,35,61
7125,Drama,18,61
7126,Family,10751,61
7127,Action,28,88
7128,Comedy,35,88
7129,Drama,18,88
7130,Romance,10749,88
7131,Action,28,275
7132,Comedy,35,275
7133,Thriller,53,275
7134,Romance,10749,275
7135,Comedy,35,295
7136,Mystery,9648,212
7137,Thriller,53,212
7138,Horror,27,212
7139,Drama,18,380
7140,Fantasy,14,380
7141,Horror,27,380
7142,Thriller,53,380
7143,Drama,18,1105
7144,Thriller,53,1105
7145,Crime,80,1105
7146,Romance,10749,1105
7147,Comedy,35,245
7148,Family,10751,245
7149,Drama,18,202
7150,Romance,10749,202
7151,Drama,18,796
7152,Action,28,119
7153,Adventure,12,119
7154,Drama,18,119
7155,Thriller,53,119
7156,Drama,18,52
7157,Horror,27,351
7158,Thriller,53,351
7159,Horror,27,100
7160,Fantasy,14,128
7161,Drama,18,128
7162,Science Fiction,878,128
7163,Romance,10749,128
7164,Family,10751,128
7165,Action,28,163
7166,Adventure,12,163
7167,Drama,18,163
7168,Thriller,53,163
7169,Action,28,421
7170,Comedy,35,421
7171,Drama,18,80
7172,Romance,10749,80
7173,Mystery,9648,104
7174,Horror,27,104
7175,Science Fiction,878,104
7176,Drama,18,1653
7177,Crime,80,1653
7178,Crime,80,639
7179,Action,28,639
7180,Thriller,53,639
7181,Drama,18,42
7182,Mystery,9648,42
7183,Thriller,53,42
7184,Drama,18,1840
7185,Thriller,53,1840
7186,War,10752,1840
7187,Fantasy,14,173
7188,Drama,18,173
7189,Horror,27,173
7190,Action,28,173
7191,Thriller,53,173
7192,Crime,80,742
7193,Thriller,53,742
7194,Thriller,53,541
7195,Comedy,35,115
7196,Adventure,12,25
7197,Animation,16,25
7198,Comedy,35,25
7199,Science Fiction,878,25
7200,Family,10751,25
7201,Music,10402,10
7202,Documentary,99,10
7203,Action,28,104
7204,Fantasy,14,104
7205,Science Fiction,878,104
7206,Crime,80,17
7207,Drama,18,17
7208,Music,10402,17
7209,Drama,18,978
7210,Romance,10749,978
7211,Drama,18,357
7212,Crime,80,97
7213,Thriller,53,97
7214,Action,28,126
7215,Comedy,35,126
7216,Thriller,53,126
7217,Crime,80,126
7218,Fantasy,14,31
7219,Comedy,35,31
7220,Drama,18,32
7221,Music,10402,32
7222,Comedy,35,64
7223,Drama,18,64
7224,Romance,10749,64
7225,Family,10751,8
7226,Action,28,358
7227,Drama,18,32
7228,Comedy,35,32
7229,Romance,10749,32
7230,Romance,10749,48
7231,Comedy,35,861
7232,Science Fiction,878,861
7233,Music,10402,211
7234,Drama,18,211
7235,Romance,10749,211
7236,Comedy,35,2926
7237,Crime,80,2926
7238,Drama,18,243
7239,Action,28,85
7240,Crime,80,85
7241,Drama,18,85
7242,Thriller,53,85
7243,Drama,18,95
7244,Thriller,53,95
7245,Drama,18,37
7246,Comedy,35,37
7247,Romance,10749,37
7248,Comedy,35,146
7249,Comedy,35,127
7250,Drama,18,127
7251,History,36,127
7252,Romance,10749,127
7253,Comedy,35,3
7254,Drama,18,3
7255,Fantasy,14,3
7256,Romance,10749,3
7257,Drama,18,44
7258,Family,10751,44
7259,Comedy,35,1388
7260,Drama,18,1388
7261,Crime,80,1388
7262,Comedy,35,26
7263,Comedy,35,156
7264,Music,10402,156
7265,Comedy,35,100
7266,Drama,18,243
7267,Comedy,35,350
7268,Romance,10749,350
7269,Thriller,53,15
7270,Adventure,12,177
7271,Crime,80,177
7272,Drama,18,177
7273,Mystery,9648,177
7274,Western,37,177
7275,Comedy,35,90
7276,Drama,18,90
7277,History,36,90
7278,Action,28,886
7279,Comedy,35,886
7280,Crime,80,886
7281,Mystery,9648,886
7282,Thriller,53,182
7283,Comedy,35,182
7284,Horror,27,182
7285,Thriller,53,1477
7286,Drama,18,1477
7287,Mystery,9648,1477
7288,Drama,18,87
7289,Fantasy,14,87
7290,Horror,27,87
7291,Romance,10749,87
7292,Comedy,35,251
7293,Drama,18,251
7294,Romance,10749,251
7295,Drama,18,737
7296,Romance,10749,737
7297,Science Fiction,878,737
7298,Drama,18,12
7299,Thriller,53,195
7300,Crime,80,195
7301,Mystery,9648,195
7302,Adventure,12,27
7303,Drama,18,27
7304,Comedy,35,12
7305,Drama,18,12
7306,Horror,27,545
7307,Thriller,53,545
7308,Crime,80,545
7309,Drama,18,31
7310,Thriller,53,31
7311,Science Fiction,878,31
7312,Drama,18,23
7313,Drama,18,657
7314,Science Fiction,878,657
7315,Action,28,565
7316,Thriller,53,565
7317,Science Fiction,878,565
7318,Drama,18,85
7319,Crime,80,85
7320,Action,28,157
7321,Drama,18,157
7322,History,36,157
7323,Drama,18,93
7324,Comedy,35,93
7325,War,10752,93
7326,Crime,80,93
7327,Thriller,53,93
7328,Thriller,53,100
7329,Drama,18,100
7330,Mystery,9648,100
7331,Adventure,12,152
7332,Action,28,152
7333,Thriller,53,152
7334,Adventure,12,386
7335,Action,28,386
7336,Drama,18,386
7337,Drama,18,22
7338,Action,28,22
7339,Thriller,53,22
7340,Mystery,9648,290
7341,Drama,18,290
7342,Crime,80,290
7343,Thriller,53,290
7344,Horror,27,290
7345,Drama,18,5
7346,Drama,18,92
7347,Thriller,53,92
7348,Crime,80,92
7349,Action,28,7
7350,Comedy,35,7
7351,Drama,18,7
7352,History,36,7
7353,Comedy,35,41
7354,Drama,18,41
7355,Romance,10749,41
7356,Fantasy,14,41
7357,Music,10402,41
7358,Drama,18,31
7359,Fantasy,14,31
7360,Animation,16,72
7361,Adventure,12,72
7362,Family,10751,72
7363,Thriller,53,670
7364,Science Fiction,878,670
7365,Action,28,36
7366,Adventure,12,36
7367,Fantasy,14,36
7368,Drama,18,12
7369,Drama,18,65
7370,Action,28,65
7371,Thriller,53,65
7372,Crime,80,65
7373,Drama,18,2
7374,Foreign,10769,2
7375,Romance,10749,2301
7376,Fantasy,14,2301
7377,Drama,18,2301
7378,Comedy,35,2301
7379,Comedy,35,706
7380,Drama,18,706
7381,Music,10402,706
7382,Drama,18,1374
7383,Romance,10749,1374
7384,Drama,18,196
7385,War,10752,196
7386,Drama,18,9
7387,Western,37,1113
7388,Drama,18,78
7389,Drama,18,2827
7390,Romance,10749,2827
7391,Drama,18,291
7392,Romance,10749,291
7393,Thriller,53,291
7394,Romance,10749,1746
7395,Comedy,35,1746
7396,Adventure,12,303
7397,Comedy,35,303
7398,Thriller,53,10
7399,Mystery,9648,10
7400,Drama,18,10
7401,Crime,80,10
7402,Drama,18,395
7403,War,10752,395
7404,Comedy,35,491
7405,Mystery,9648,299
7406,Horror,27,299
7407,Drama,18,88
7408,Music,10402,88
7409,Adventure,12,507
7410,Action,28,507
7411,Thriller,53,507
7412,Horror,27,290
7413,Thriller,53,290
7414,Comedy,35,45
7415,Drama,18,45
7416,Romance,10749,45
7417,Action,28,135
7418,Adventure,12,135
7419,Drama,18,135
7420,Family,10751,135
7421,Comedy,35,83
7422,Family,10751,83
7423,History,36,527
7424,Drama,18,527
7425,Action,28,22
7426,Adventure,12,22
7427,Animation,16,22
7428,Comedy,35,22
7429,Family,10751,22
7430,Fantasy,14,22
7431,Romance,10749,22
7432,Drama,18,47
7433,Romance,10749,47
7434,Action,28,48
7435,Adventure,12,48
7436,Comedy,35,48
7437,Comedy,35,111
7438,Horror,27,111
7439,Romance,10749,111
7440,Horror,27,133
7441,Thriller,53,133
7442,Fantasy,14,133
7443,Horror,27,142
7444,Thriller,53,142
7445,Comedy,35,180
7446,Romance,10749,180
7447,Thriller,53,351
7448,Mystery,9648,351
7449,Adventure,12,351
7450,Comedy,35,39
7451,Comedy,35,49
7452,Comedy,35,32
7453,Drama,18,32
7454,War,10752,32
7455,Horror,27,124
7456,Thriller,53,124
7457,Drama,18,67
7458,Music,10402,67
7459,Romance,10749,67
7460,Comedy,35,31
7461,Drama,18,31
7462,Comedy,35,55
7463,Romance,10749,55
7464,Horror,27,291
7465,Science Fiction,878,291
7466,History,36,119
7467,Drama,18,119
7468,Comedy,35,73
7469,Romance,10749,73
7470,Comedy,35,134
7471,Drama,18,283
7472,Romance,10749,240
7473,Drama,18,240
7474,Drama,18,68
7475,Mystery,9648,68
7476,Thriller,53,68
7477,Drama,18,21
7478,Romance,10749,21
7479,Action,28,25
7480,Drama,18,25
7481,Thriller,53,25
7482,Horror,27,49
7483,Mystery,9648,49
7484,Thriller,53,49
7485,Drama,18,10
7486,Romance,10749,10
7487,Comedy,35,108
7488,Romance,10749,108
7489,Action,28,1
7490,Adventure,12,1
7491,Drama,18,1
7492,Romance,10749,1
7493,History,36,204
7494,Drama,18,204
7495,Drama,18,22
7496,Romance,10749,22
7497,Drama,18,75
7498,History,36,75
7499,History,36,57
7500,Action,28,57
7501,Comedy,35,55
7502,Drama,18,55
7503,History,36,55
7504,Drama,18,86
7505,Comedy,35,97
7506,Horror,27,97
7507,Romance,10749,418
7508,Drama,18,418
7509,Drama,18,1480
7510,Romance,10749,1480
7511,Comedy,35,803
7512,Drama,18,803
7513,Romance,10749,803
7514,Drama,18,144
7515,Romance,10749,144
7516,Comedy,35,354
7517,Drama,18,128
7518,Comedy,35,1206
7519,Crime,80,1206
7520,Drama,18,27
7521,Mystery,9648,27
7522,Thriller,53,27
7523,Drama,18,1037
7524,History,36,1037
7525,War,10752,1037
7526,Drama,18,219
7527,Thriller,53,1102
7528,Science Fiction,878,1102
7529,Drama,18,1102
7530,Comedy,35,642
7531,Drama,18,642
7532,War,10752,642
7533,Action,28,7
7534,Comedy,35,7
7535,Thriller,53,7
7536,Documentary,99,154
7537,Music,10402,154
7538,Family,10751,154
7539,Drama,18,4430
7540,Thriller,53,4430
7541,Drama,18,3338
7542,Crime,80,3338
7543,Drama,18,352
7544,Family,10751,352
7545,Romance,10749,352
7546,Music,10402,352
7547,Horror,27,281
7548,Thriller,53,281
7549,Drama,18,186
7550,Comedy,35,509
7551,Crime,80,258
7552,Action,28,258
7553,Adventure,12,258
7554,Drama,18,258
7555,Western,37,258
7556,Comedy,35,763
7557,Comedy,35,210
7558,Romance,10749,210
7559,Comedy,35,1701
7560,Romance,10749,1701
7561,Drama,18,1701
7562,Comedy,35,151
7563,Family,10751,151
7564,Comedy,35,157
7565,Horror,27,1567
7566,Drama,18,1567
7567,Thriller,53,1567
7568,Science Fiction,878,2060
7569,Thriller,53,2060
7570,Comedy,35,51
7571,Family,10751,51
7572,Comedy,35,29
7573,Drama,18,29
7574,Science Fiction,878,75
7575,Comedy,35,75
7576,Family,10751,75
7577,Action,28,109
7578,Adventure,12,109
7579,Comedy,35,109
7580,Thriller,53,109
7581,Comedy,35,46
7582,Drama,18,46
7583,Family,10751,46
7584,Drama,18,308
7585,Horror,27,308
7586,Crime,80,181
7587,Thriller,53,181
7588,Science Fiction,878,1399
7589,Horror,27,1399
7590,Thriller,53,1399
7591,Drama,18,4737
7592,Science Fiction,878,4737
7593,Fantasy,14,1101
7594,Drama,18,1101
7595,Comedy,35,1101
7596,Comedy,35,17
7597,Romance,10749,17
7598,Family,10751,290
7599,Adventure,12,290
7600,Science Fiction,878,290
7601,Drama,18,96
7602,Romance,10749,96
7603,Action,28,541
7604,Adventure,12,541
7605,Drama,18,541
7606,War,10752,541
7607,Adventure,12,123
7608,Comedy,35,123
7609,Drama,18,123
7610,Science Fiction,878,123
7611,Comedy,35,10
7612,Romance,10749,10
7613,Drama,18,2757
7614,Thriller,53,2757
7615,Comedy,35,66
7616,Comedy,35,135
7617,Crime,80,135
7618,Horror,27,135
7619,Thriller,53,135
7620,Comedy,35,67
7621,Drama,18,7
7622,Thriller,53,7
7623,Music,10402,135
7624,Drama,18,135
7625,Adventure,12,163
7626,Comedy,35,163
7627,Drama,18,163
7628,Romance,10749,163
7629,Comedy,35,103
7630,Crime,80,103
7631,Thriller,53,103
7632,Comedy,35,737
7633,Drama,18,207
7634,Romance,10749,207
7635,Drama,18,60
7636,Comedy,35,304
7637,Drama,18,304
7638,Romance,10749,304
7639,Romance,10749,11
7640,Drama,18,11
7641,Drama,18,498
7642,Thriller,53,498
7643,Mystery,9648,498
7644,Comedy,35,4
7645,Crime,80,4
7646,Drama,18,4
7647,Drama,18,138
7648,Action,28,138
7649,Comedy,35,138
7650,Crime,80,138
7651,Drama,18,2968
7652,Romance,10749,2968
7653,Action,28,10
7654,Drama,18,60
7655,Drama,18,17
7656,Romance,10749,17
7657,Western,37,17
7658,Thriller,53,243
7659,Horror,27,243
7660,Action,28,733
7661,Comedy,35,733
7662,Science Fiction,878,733
7663,Drama,18,45
7664,Romance,10749,45
7665,War,10752,45
7666,Crime,80,1257
7667,Thriller,53,1257
7668,History,36,29
7669,Drama,18,29
7670,War,10752,29
7671,Action,28,29
7672,Family,10751,34
7673,Action,28,34
7674,Adventure,12,34
7675,Comedy,35,503
7676,Drama,18,503
7677,Romance,10749,503
7678,Adventure,12,109
7679,Drama,18,109
7680,Drama,18,137
7681,Romance,10749,137
7682,Drama,18,96
7683,Romance,10749,96
7684,Action,28,749
7685,Thriller,53,749
7686,Crime,80,749
7687,Romance,10749,749
7688,Romance,10749,92
7689,Science Fiction,878,92
7690,Crime,80,323
7691,Drama,18,323
7692,Mystery,9648,323
7693,Crime,80,173
7694,Drama,18,173
7695,Thriller,53,173
7696,Drama,18,94
7697,Fantasy,14,94
7698,Horror,27,94
7699,Thriller,53,94
7700,Horror,27,177
7701,Mystery,9648,177
7702,Thriller,53,177
7703,Adventure,12,11
7704,Drama,18,11
7705,Romance,10749,11
7706,Comedy,35,509
7707,Romance,10749,509
7708,Drama,18,509
7709,War,10752,1451
7710,Drama,18,1451
7711,Drama,18,377
7712,Crime,80,377
7713,Music,10402,377
7714,Drama,18,25
7715,Romance,10749,25
7716,Crime,80,31
7717,Drama,18,31
7718,Comedy,35,84
7719,Drama,18,84
7720,Romance,10749,84
7721,Action,28,1150
7722,Comedy,35,1150
7723,Thriller,53,1150
7724,Crime,80,94
7725,Comedy,35,94
7726,Drama,18,94
7727,Animation,16,640
7728,Adventure,12,640
7729,Family,10751,640
7730,Action,28,133
7731,Adventure,12,133
7732,Drama,18,133
7733,History,36,133
7734,War,10752,133
7735,Drama,18,30
7736,Family,10751,30
7737,Drama,18,2005
7738,Horror,27,2005
7739,Thriller,53,2005
7740,Horror,27,2542
7741,Thriller,53,2542
7742,Adventure,12,2542
7743,Comedy,35,2296
7744,Romance,10749,2296
7745,Animation,16,142
7746,Comedy,35,142
7747,Drama,18,142
7748,Family,10751,142
7749,Action,28,304
7750,Adventure,12,304
7751,Comedy,35,304
7752,Comedy,35,281
7753,Romance,10749,281
7754,Comedy,35,137
7755,Drama,18,137
7756,Action,28,675
7757,Adventure,12,675
7758,Science Fiction,878,675
7759,Thriller,53,675
7760,Comedy,35,1648
7761,Mystery,9648,1648
7762,Thriller,53,504
7763,Science Fiction,878,504
7764,Crime,80,375
7765,Drama,18,375
7766,Romance,10749,375
7767,Thriller,53,375
7768,Action,28,417
7769,Thriller,53,417
7770,War,10752,417
7771,Music,10402,1060
7772,Drama,18,1060
7773,Romance,10749,1060
7774,Crime,80,1060
7775,Animation,16,168
7776,Comedy,35,168
7777,Comedy,35,1514
7778,Crime,80,1514
7779,Romance,10749,1514
7780,Comedy,35,497
7781,Adventure,12,497
7782,Science Fiction,878,1935
7783,Drama,18,1935
7784,Thriller,53,1935
7785,Music,10402,51
7786,Drama,18,51
7787,Romance,10749,51
7788,Family,10751,249
7789,Fantasy,14,249
7790,Science Fiction,878,249
7791,Adventure,12,249
7792,Comedy,35,249
7793,Action,28,158
7794,Adventure,12,158
7795,Comedy,35,158
7796,Drama,18,158
7797,Family,10751,158
7798,Music,10402,158
7799,Romance,10749,158
7800,Comedy,35,1564
7801,Crime,80,1564
7802,Drama,18,323
7803,History,36,323
7804,War,10752,323
7805,Horror,27,435
7806,Thriller,53,435
7807,Horror,27,339
7808,Science Fiction,878,339
7809,Thriller,53,339
7810,Drama,18,281
7811,Horror,27,281
7812,Thriller,53,281
7813,Comedy,35,30
7814,Family,10751,30
7815,Comedy,35,218
7816,Comedy,35,212
7817,Family,10751,212
7818,Fantasy,14,212
7819,Drama,18,212
7820,Drama,18,383
7821,Romance,10749,383
7822,Documentary,99,85
7823,Music,10402,85
7824,Romance,10749,3759
7825,Drama,18,3759
7826,Drama,18,439
7827,Crime,80,439
7828,Drama,18,210
7829,Comedy,35,210
7830,Horror,27,25
7831,Science Fiction,878,25
7832,Horror,27,330
7833,Mystery,9648,330
7834,Thriller,53,330
7835,Drama,18,579
7836,Comedy,35,72
7837,Drama,18,72
7838,Horror,27,101
7839,Drama,18,101
7840,Thriller,53,101
7841,Science Fiction,878,101
7842,Fantasy,14,364
7843,Romance,10749,364
7844,Family,10751,364
7845,Comedy,35,364
7846,Drama,18,1937
7847,Mystery,9648,1937
7848,Romance,10749,1937
7849,Comedy,35,15
7850,Drama,18,636
7851,Adventure,12,636
7852,Horror,27,94
7853,Comedy,35,94
7854,Thriller,53,94
7855,Comedy,35,33
7856,Family,10751,33
7857,Fantasy,14,33
7858,Science Fiction,878,33
7859,Comedy,35,364
7860,Drama,18,364
7861,Action,28,1151
7862,Thriller,53,1151
7863,Crime,80,1151
7864,Comedy,35,8
7865,Romance,10749,8
7866,Comedy,35,11
7867,Drama,18,11
7868,Romance,10749,11
7869,Comedy,35,99
7870,Drama,18,99
7871,Romance,10749,99
7872,Drama,18,163
7873,Romance,10749,110
7874,Crime,80,110
7875,Drama,18,110
7876,Drama,18,377
7877,Romance,10749,377
7878,Action,28,613
7879,Drama,18,613
7880,History,36,613
7881,War,10752,613
7882,Adventure,12,613
7883,Comedy,35,47
7884,Comedy,35,2067
7885,Drama,18,2067
7886,Science Fiction,878,2067
7887,Adventure,12,439
7888,Drama,18,439
7889,Action,28,439
7890,Romance,10749,439
7891,Drama,18,294
7892,Thriller,53,294
7893,Science Fiction,878,933
7894,Thriller,53,933
7895,Drama,18,86
7896,History,36,86
7897,Music,10402,86
7898,Action,28,23
7899,Comedy,35,23
7900,Action,28,168
7901,Thriller,53,168
7902,Science Fiction,878,168
7903,Comedy,35,43
7904,Drama,18,43
7905,Drama,18,111
7906,Comedy,35,111
7907,Drama,18,78
7908,Comedy,35,78
7909,Comedy,35,23
7910,Romance,10749,23
7911,Comedy,35,16
7912,Mystery,9648,89
7913,Thriller,53,89
7914,Drama,18,154
7915,Romance,10749,154
7916,Comedy,35,22
7917,Drama,18,22
7918,Horror,27,537
7919,Drama,18,537
7920,Science Fiction,878,537
7921,Adventure,12,4
7922,Crime,80,4
7923,Thriller,53,4
7924,Comedy,35,141
7925,Horror,27,141
7926,Thriller,53,141
7927,Western,37,141
7928,Comedy,35,225
7929,Drama,18,225
7930,Comedy,35,720
7931,Drama,18,720
7932,Comedy,35,53
7933,Drama,18,53
7934,Drama,18,882
7935,Horror,27,882
7936,Thriller,53,882
7937,Fantasy,14,206
7938,Drama,18,206
7939,Science Fiction,878,206
7940,Romance,10749,206
7941,Crime,80,38
7942,Drama,18,38
7943,Romance,10749,38
7944,Adventure,12,41
7945,Drama,18,41
7946,Family,10751,41
7947,Drama,18,84
7948,Romance,10749,84
7949,Crime,80,107
7950,Drama,18,107
7951,Thriller,53,107
7952,Comedy,35,50
7953,Comedy,35,9
7954,Drama,18,9
7955,Thriller,53,88
7956,Drama,18,88
7957,Mystery,9648,88
7958,Drama,18,22
7959,Romance,10749,22
7960,Drama,18,67
7961,Thriller,53,67
7962,War,10752,28
7963,Drama,18,28
7964,Comedy,35,28
7965,Comedy,35,13
7966,Drama,18,13
7967,Thriller,53,13
7968,Thriller,53,192
7969,Science Fiction,878,192
7970,Mystery,9648,192
7971,Drama,18,55
7972,History,36,55
7973,War,10752,55
7974,Animation,16,3
7975,Family,10751,3
7976,Action,28,3
7977,Adventure,12,3
7978,Comedy,35,3
7979,Science Fiction,878,59
7980,War,10752,62
7981,Drama,18,62
7982,Horror,27,612
7983,Drama,18,5
7984,Drama,18,229
7985,Thriller,53,2912
7986,Crime,80,2912
7987,Drama,18,2
7988,Romance,10749,2
7989,Drama,18,407
7990,Horror,27,407
7991,Drama,18,20
7992,Drama,18,29
7993,Drama,18,5
7994,History,36,5
7995,Romance,10749,5
7996,Fantasy,14,1596
7997,Horror,27,1596
7998,Comedy,35,1596
7999,Adventure,12,6624
8000,Action,28,6624
8001,Science Fiction,878,6624
8002,Comedy,35,1406
8003,Drama,18,247
8004,Romance,10749,247
8005,War,10752,247
8006,Adventure,12,242
8007,Crime,80,242
8008,Drama,18,242
8009,Thriller,53,242
8010,Comedy,35,821
8011,Drama,18,821
8012,Family,10751,821
8013,Music,10402,821
8014,Romance,10749,821
8015,Drama,18,1486
8016,Action,28,298
8017,Comedy,35,298
8018,Documentary,99,298
8019,Comedy,35,384
8020,Drama,18,384
8021,Drama,18,1368
8022,Action,28,74
8023,Comedy,35,74
8024,Crime,80,74
8025,Comedy,35,217
8026,Comedy,35,142
8027,Family,10751,142
8028,Science Fiction,878,142
8029,Thriller,53,1062
8030,Drama,18,1062
8031,Drama,18,1018
8032,Romance,10749,1018
8033,Drama,18,337
8034,Drama,18,827
8035,Romance,10749,827
8036,Thriller,53,827
8037,Horror,27,722
8038,Mystery,9648,722
8039,Comedy,35,204
8040,Adventure,12,158
8041,Action,28,54
8042,Comedy,35,54
8043,Crime,80,54
